EmployeeID,HireDate,FacilityID,OrganizationLevel,CurrentFlag,SalesPersonFlag,JobTitle,BirthDate,MaritalStatus,Gender,NameFull,FacilityName,Region,Years,GrossPay,BaseSalary,SeniorityBonus,Overtime,Other,Total Other Pay
51,1995-12-08,10,4,1,0,Production Technician - WC10,24848,S,F, Sheryl Bridges,Sault Ste. Marie,West,2013,87718.14,82219.95,4223.20,0.00,1275.00,5498.20
51,1995-12-08,10,4,1,0,Production Technician - WC10,24848,S,F, Sheryl Bridges,Sault Ste. Marie,West,2014,92299.82,65779.10,4240.31,0.00,11515.23,15755.54
52,2003-08-28,2,4,1,0,Production Technician - WC10,30360,M,F, Katie Gomez,Bracebridge,East,2012,113245.96,92297.28,9229.80,8264.89,371.35,17866.03
52,2003-08-28,2,4,1,0,Production Technician - WC10,30360,M,F, Katie Gomez,Bracebridge,East,2013,89548.23,79278.17,7927.87,1606.98,735.20,10270.04
52,2003-08-28,2,4,1,0,Production Technician - WC10,30360,M,F, Katie Gomez,Bracebridge,East,2014,105975.24,91559.35,9156.02,305.20,1902.62,11363.84
52,2003-08-28,2,4,1,0,Production Technician - WC10,30360,M,F, Katie Gomez,Bracebridge,East,2015,113415.48,95725.10,9572.62,0.00,5099.99,14672.61
52,2003-08-28,2,4,1,0,Production Technician - WC10,30360,M,F, Katie Gomez,Bracebridge,East,2016,109192.18,95785.10,9578.64,301.78,461.77,10342.19
52,2003-08-28,2,4,1,0,Production Technician - WC10,30360,M,F, Katie Gomez,Bracebridge,East,2017,110818.16,97697.49,9769.85,0.00,209.43,9979.27
53,2000-12-26,9,4,1,0,Production Technician - WC10,19772,M,F, Wendy Bradley,Sudbury,West,2014,1718.70,1718.70,0.00,0.00,0.00,0.00
54,2000-04-22,5,4,1,0,Production Technician - WC10,23373,M,F, Sophia Wilkins,Bronte,East,2017,1264.80,1264.80,0.00,0.00,0.00,0.00
55,1998-09-20,9,3,1,0,Production Supervisor - WC50,21458,M,F, Teri Dunn,Sudbury,West,2012,12309.74,12309.74,0.00,0.00,0.00,0.00
55,1998-09-20,9,3,1,0,Production Supervisor - WC50,21458,M,F, Teri Dunn,Sudbury,West,2013,18274.89,18274.89,0.00,0.00,0.00,0.00
55,1998-09-20,9,3,1,0,Production Supervisor - WC50,21458,M,F, Teri Dunn,Sudbury,West,2014,40782.01,39474.97,0.00,147.92,1159.12,1307.04
56,1998-03-29,9,4,1,0,Production Technician - WC50,32759,M,F, Cynthia Murphy,Sudbury,West,2015,53295.00,53295.00,0.00,0.00,0.00,0.00
56,1998-03-29,9,4,1,0,Production Technician - WC50,32759,M,F, Cynthia Murphy,Sudbury,West,2016,57096.53,56951.88,0.00,144.65,0.00,144.65
56,1998-03-29,9,4,1,0,Production Technician - WC50,32759,M,F, Cynthia Murphy,Sudbury,West,2017,62956.22,62290.77,0.00,308.45,357.00,665.45
57,1996-12-19,7,4,1,0,Production Technician - WC50,33961,S,F, Kristin Maxwell,Brantford,West,2016,53888.83,53049.18,0.00,839.65,0.00,839.65
57,1996-12-19,7,4,1,0,Production Technician - WC50,33961,S,F, Kristin Maxwell,Brantford,West,2017,45736.02,43470.03,0.00,1168.54,0.00,1168.54
58,1995-12-22,3,4,1,0,Production Technician - WC50,29973,M,F, Terri Ellis,Port Perry,East,2012,84902.16,68026.99,3061.47,0.00,559.98,3621.45
58,1995-12-22,3,4,1,0,Production Technician - WC50,29973,M,F, Terri Ellis,Port Perry,East,2013,75542.54,70157.36,1893.72,0.00,0.00,1893.72
58,1995-12-22,3,4,1,0,Production Technician - WC50,29973,M,F, Terri Ellis,Port Perry,East,2014,76136.42,74697.20,0.00,0.00,0.00,0.00
58,1995-12-22,3,4,1,0,Production Technician - WC50,29973,M,F, Terri Ellis,Port Perry,East,2015,82841.47,77380.71,0.00,0.00,980.92,980.92
58,1995-12-22,3,4,1,0,Production Technician - WC50,29973,M,F, Terri Ellis,Port Perry,East,2016,85062.47,78943.08,0.00,0.00,2295.00,2295.00
58,1995-12-22,3,4,1,0,Production Technician - WC50,29973,M,F, Terri Ellis,Port Perry,East,2017,85246.47,80950.43,0.00,0.00,1530.00,1530.00
59,1997-10-10,5,4,1,0,Production Technician - WC50,21671,S,F, Cecilia Hubbard,Bronte,East,2012,114106.06,81214.33,3813.39,27908.57,1169.78,32891.74
59,1997-10-10,5,4,1,0,Production Technician - WC50,21671,S,F, Cecilia Hubbard,Bronte,East,2013,119662.62,78525.85,4229.01,34143.88,2763.85,41136.74
59,1997-10-10,5,4,1,0,Production Technician - WC50,21671,S,F, Cecilia Hubbard,Bronte,East,2014,119967.18,79531.78,4680.94,32864.59,2889.86,40435.40
59,1997-10-10,5,4,1,0,Production Technician - WC50,21671,S,F, Cecilia Hubbard,Bronte,East,2015,110227.95,80925.21,5167.87,21234.21,2900.67,29302.74
59,1997-10-10,5,4,1,0,Production Technician - WC50,21671,S,F, Cecilia Hubbard,Bronte,East,2016,121341.06,82432.97,5676.13,30106.42,3125.54,38908.08
59,1997-10-10,5,4,1,0,Production Technician - WC50,21671,S,F, Cecilia Hubbard,Bronte,East,2017,126805.76,84969.66,6275.75,32709.67,2850.68,41836.10
60,2001-08-29,3,4,1,0,Production Technician - WC50,33662,S,F, Kristine Burns,Port Perry,East,2015,5906.83,5906.83,0.00,0.00,0.00,0.00
60,2001-08-29,3,4,1,0,Production Technician - WC50,33662,S,F, Kristine Burns,Port Perry,East,2016,1335.18,1335.18,0.00,0.00,0.00,0.00
61,2002-04-24,4,4,1,0,Production Technician - WC50,28862,S,F, Eula Young,Pickering,East,2017,4291.66,4291.66,0.00,0.00,0.00,0.00
62,2003-04-18,4,3,1,0,Production Supervisor - WC60,29867,M,F, Stephanie Peterson,Pickering,East,2017,14116.80,14116.80,0.00,0.00,0.00,0.00
63,2003-06-09,8,4,1,0,Production Technician - WC60,32681,S,F, Jenny Rose,London,West,2012,109951.83,96912.19,7753.11,1980.91,127.50,9861.52
63,2003-06-09,8,4,1,0,Production Technician - WC60,32681,S,F, Jenny Rose,London,West,2013,107833.58,96751.26,7777.32,0.00,127.50,7904.82
63,2003-06-09,8,4,1,0,Production Technician - WC60,32681,S,F, Jenny Rose,London,West,2014,108270.22,96693.62,8257.51,0.00,127.50,8385.01
63,2003-06-09,8,4,1,0,Production Technician - WC60,32681,S,F, Jenny Rose,London,West,2015,120683.69,102547.86,9268.62,0.00,5649.31,14917.93
63,2003-06-09,8,4,1,0,Production Technician - WC60,32681,S,F, Jenny Rose,London,West,2016,116564.45,102829.53,9788.95,0.00,663.82,10452.77
63,2003-06-09,8,4,1,0,Production Technician - WC60,32681,S,F, Jenny Rose,London,West,2017,119134.52,105115.31,10511.63,0.00,127.50,10639.13
64,1996-11-17,7,4,1,0,Production Technician - WC60,22185,S,F, Cheryl Jordan,Brantford,West,2016,1520.82,1520.82,0.00,0.00,0.00,0.00
65,2003-02-27,6,4,1,0,Production Technician - WC60,20894,M,F, Ann Bradley,Burlington,West,2012,73854.72,72317.62,0.00,0.00,0.00,0.00
65,2003-02-27,6,4,1,0,Production Technician - WC60,20894,M,F, Ann Bradley,Burlington,West,2013,72011.12,72011.12,0.00,0.00,0.00,0.00
65,2003-02-27,6,4,1,0,Production Technician - WC60,20894,M,F, Ann Bradley,Burlington,West,2014,72868.64,71738.21,0.00,0.00,1130.43,1130.43
65,2003-02-27,6,4,1,0,Production Technician - WC60,20894,M,F, Ann Bradley,Burlington,West,2015,78273.61,75003.23,0.00,0.00,3270.38,3270.38
65,2003-02-27,6,4,1,0,Production Technician - WC60,20894,M,F, Ann Bradley,Burlington,West,2016,75903.06,75049.65,523.93,0.00,329.47,853.40
65,2003-02-27,6,4,1,0,Production Technician - WC60,20894,M,F, Ann Bradley,Burlington,West,2017,81403.40,76547.89,2386.05,0.00,153.65,2539.70
66,1998-08-29,6,4,1,0,Production Technician - WC60,32992,S,F, Andrea Morales,Burlington,West,2012,86299.36,72317.76,2892.80,10709.16,379.64,13981.61
66,1998-08-29,6,4,1,0,Production Technician - WC60,32992,S,F, Andrea Morales,Burlington,West,2013,86901.22,72197.96,3217.96,6576.84,341.70,10136.49
66,1998-08-29,6,4,1,0,Production Technician - WC60,32992,S,F, Andrea Morales,Burlington,West,2014,99658.73,72227.97,3528.56,18625.02,688.41,22841.98
66,1998-08-29,6,4,1,0,Production Technician - WC60,32992,S,F, Andrea Morales,Burlington,West,2015,100236.54,77545.11,4176.38,11439.70,4646.32,20262.40
66,1998-08-29,6,4,1,0,Production Technician - WC60,32992,S,F, Andrea Morales,Burlington,West,2016,95901.57,82985.52,4887.13,4916.59,341.70,10145.42
66,1998-08-29,6,4,1,0,Production Technician - WC60,32992,S,F, Andrea Morales,Burlington,West,2017,101606.12,86274.99,5510.23,6787.01,341.70,12638.94
67,2000-09-16,5,4,1,0,Production Technician - WC60,33316,S,F, Julie Buchanan,Bronte,East,2013,3087.54,3087.54,0.00,0.00,0.00,0.00
67,2000-09-16,5,4,1,0,Production Technician - WC60,33316,S,F, Julie Buchanan,Bronte,East,2014,2973.30,2973.30,0.00,0.00,0.00,0.00
68,1999-05-11,4,4,1,0,Production Technician - WC60,20089,S,F, Dorothy Hudson,Pickering,East,2014,51852.90,45397.38,0.00,4352.36,2103.16,6455.52
68,1999-05-11,4,4,1,0,Production Technician - WC60,20089,S,F, Dorothy Hudson,Pickering,East,2015,76945.19,54356.85,0.00,15426.30,4940.48,20366.78
68,1999-05-11,4,4,1,0,Production Technician - WC60,20089,S,F, Dorothy Hudson,Pickering,East,2016,70109.16,57737.01,0.00,10019.18,2352.97,12372.15
68,1999-05-11,4,4,1,0,Production Technician - WC60,20089,S,F, Dorothy Hudson,Pickering,East,2017,81798.22,67714.89,0.00,8965.66,1568.07,10533.72
69,1997-12-27,5,4,1,0,Production Technician - WC60,23326,S,F, Olive Townsend,Bronte,East,2012,3093.66,3093.66,0.00,0.00,0.00,0.00
69,1997-12-27,5,4,1,0,Production Technician - WC60,23326,S,F, Olive Townsend,Bronte,East,2013,3414.96,3414.96,0.00,0.00,0.00,0.00
70,2002-09-29,3,4,1,0,Production Technician - WC60,20816,M,F, Constance Davidson,Port Perry,East,2014,2906.62,2903.18,0.00,3.45,0.00,3.45
70,2002-09-29,3,4,1,0,Production Technician - WC60,20816,M,F, Constance Davidson,Port Perry,East,2015,934.07,934.07,0.00,0.00,0.00,0.00
71,1997-03-27,1,3,1,0,Production Supervisor - WC30,21417,S,F, Brittany Simmons,Gravenhurst,East,2017,1846.20,1846.20,0.00,0.00,0.00,0.00
72,2001-12-29,9,4,1,0,Production Technician - WC30,23369,M,F, Lila Ross,Sudbury,West,2012,6529.26,6529.26,0.00,0.00,0.00,0.00
72,2001-12-29,9,4,1,0,Production Technician - WC30,23369,M,F, Lila Ross,Sudbury,West,2013,9914.91,9914.91,0.00,0.00,0.00,0.00
72,2001-12-29,9,4,1,0,Production Technician - WC30,23369,M,F, Lila Ross,Sudbury,West,2014,11389.32,11389.32,0.00,0.00,0.00,0.00
72,2001-12-29,9,4,1,0,Production Technician - WC30,23369,M,F, Lila Ross,Sudbury,West,2015,6450.48,6450.48,0.00,0.00,0.00,0.00
72,2001-12-29,9,4,1,0,Production Technician - WC30,23369,M,F, Lila Ross,Sudbury,West,2017,2052.75,2052.75,0.00,0.00,0.00,0.00
73,2003-03-28,1,4,1,0,Production Technician - WC30,22440,M,F, Brittany Adkins,Gravenhurst,East,2017,2292.45,2292.45,0.00,0.00,0.00,0.00
74,1997-12-15,6,4,1,0,Production Technician - WC30,23919,S,F, Kristy Wilson,Burlington,West,2017,6476.49,6476.49,0.00,0.00,0.00,0.00
75,2002-10-20,10,4,1,0,Production Technician - WC30,17459,S,F, Ernestine Boyd,Sault Ste. Marie,West,2016,42344.94,41640.66,0.00,0.00,0.00,0.00
76,1997-07-16,10,4,1,0,Production Technician - WC30,34519,M,F, Emma Farmer,Sault Ste. Marie,West,2015,10104.30,10010.42,0.00,93.88,0.00,93.88
76,1997-07-16,10,4,1,0,Production Technician - WC30,34519,M,F, Emma Farmer,Sault Ste. Marie,West,2016,46202.93,45008.02,0.00,583.60,611.31,1194.91
76,1997-07-16,10,4,1,0,Production Technician - WC30,34519,M,F, Emma Farmer,Sault Ste. Marie,West,2017,54760.76,52590.49,0.00,2042.77,127.50,2170.27
77,2000-12-14,5,4,1,0,Production Technician - WC30,18868,M,F, Velma Rose,Bronte,East,2017,1826.82,1826.82,0.00,0.00,0.00,0.00
78,2000-08-16,7,3,1,0,Production Supervisor - WC40,27398,M,F, Gayle Yates,Brantford,West,2012,15930.26,15930.26,0.00,0.00,0.00,0.00
78,2000-08-16,7,3,1,0,Production Supervisor - WC40,27398,M,F, Gayle Yates,Brantford,West,2013,6864.07,6572.42,0.00,0.00,0.00,0.00
79,1996-12-08,1,4,1,0,Production Technician - WC40,27247,M,F, Juanita Cook,Gravenhurst,East,2014,3868.35,3868.35,0.00,0.00,0.00,0.00
79,1996-12-08,1,4,1,0,Production Technician - WC40,27247,M,F, Juanita Cook,Gravenhurst,East,2015,3687.30,3687.30,0.00,0.00,0.00,0.00
80,2004-01-12,1,4,1,0,Production Technician - WC40,30472,S,F, Karla Caldwell,Gravenhurst,East,2016,334.05,334.05,0.00,0.00,0.00,0.00
80,2004-01-12,1,4,1,0,Production Technician - WC40,30472,S,F, Karla Caldwell,Gravenhurst,East,2017,2718.30,2718.30,0.00,0.00,0.00,0.00
81,1997-12-16,10,4,1,0,Production Technician - WC40,26290,S,F, Marguerite Dean,Sault Ste. Marie,West,2012,77712.46,61227.42,4592.22,8172.21,408.47,13172.90
81,1997-12-16,10,4,1,0,Production Technician - WC40,26290,S,F, Marguerite Dean,Sault Ste. Marie,West,2013,76631.22,60769.10,4838.22,8434.49,82.40,13355.10
81,1997-12-16,10,4,1,0,Production Technician - WC40,26290,S,F, Marguerite Dean,Sault Ste. Marie,West,2014,78075.97,60585.00,5126.65,8555.20,1157.93,14839.79
81,1997-12-16,10,4,1,0,Production Technician - WC40,26290,S,F, Marguerite Dean,Sault Ste. Marie,West,2015,82482.26,63230.35,5654.19,8577.68,3045.12,17276.98
81,1997-12-16,10,4,1,0,Production Technician - WC40,26290,S,F, Marguerite Dean,Sault Ste. Marie,West,2016,88042.77,64190.77,6061.95,12665.44,1924.66,20652.05
81,1997-12-16,10,4,1,0,Production Technician - WC40,26290,S,F, Marguerite Dean,Sault Ste. Marie,West,2017,87905.86,69172.33,6879.22,8130.30,0.00,15009.51
82,1997-12-22,7,4,1,0,Production Technician - WC40,22760,S,F, Jessica Tran,Brantford,West,2012,122431.54,89225.75,8922.65,23900.63,382.50,33205.78
82,1997-12-22,7,4,1,0,Production Technician - WC40,22760,S,F, Jessica Tran,Brantford,West,2013,132738.75,89751.37,8975.26,32482.11,1530.00,42987.37
82,1997-12-22,7,4,1,0,Production Technician - WC40,22760,S,F, Jessica Tran,Brantford,West,2014,144782.93,90901.43,9090.27,43261.23,1530.00,53881.50
82,1997-12-22,7,4,1,0,Production Technician - WC40,22760,S,F, Jessica Tran,Brantford,West,2015,150113.68,92494.02,9249.51,46840.14,1530.00,57619.66
82,1997-12-22,7,4,1,0,Production Technician - WC40,22760,S,F, Jessica Tran,Brantford,West,2016,136054.96,94222.41,9422.37,30880.18,1530.00,41832.56
82,1997-12-22,7,4,1,0,Production Technician - WC40,22760,S,F, Jessica Tran,Brantford,West,2017,112839.22,86986.89,8698.80,11934.12,1530.00,22162.93
83,1998-07-04,2,4,1,0,Production Technician - WC40,33211,M,M, Israel Reed,Bracebridge,East,2012,98309.48,89225.65,5902.77,2798.55,382.50,9083.82
83,1998-07-04,2,4,1,0,Production Technician - WC40,33211,M,M, Israel Reed,Bracebridge,East,2013,103229.77,89742.89,6386.29,5570.59,1530.00,13486.88
83,1998-07-04,2,4,1,0,Production Technician - WC40,33211,M,M, Israel Reed,Bracebridge,East,2014,99625.02,90901.94,6905.83,287.25,1530.00,8723.08
83,1998-07-04,2,4,1,0,Production Technician - WC40,33211,M,M, Israel Reed,Bracebridge,East,2015,22316.54,4931.17,394.51,0.00,382.50,777.01
84,2000-03-31,5,4,1,0,Production Technician - WC40,18897,M,M, Peter Frazier,Bronte,East,2014,19709.95,19457.87,0.00,0.00,252.08,252.08
84,2000-03-31,5,4,1,0,Production Technician - WC40,18897,M,M, Peter Frazier,Bronte,East,2015,54631.88,54286.36,0.00,0.00,345.53,345.53
84,2000-03-31,5,4,1,0,Production Technician - WC40,18897,M,M, Peter Frazier,Bronte,East,2016,59391.65,57657.24,0.00,0.00,1734.41,1734.41
84,2000-03-31,5,4,1,0,Production Technician - WC40,18897,M,M, Peter Frazier,Bronte,East,2017,66906.53,63430.21,0.00,568.15,2908.17,3476.32
85,2001-03-29,10,4,1,0,Production Technician - WC40,31657,S,M, Geoffrey Poole,Sault Ste. Marie,West,2012,61092.71,60965.21,0.00,0.00,127.50,127.50
85,2001-03-29,10,4,1,0,Production Technician - WC40,31657,S,M, Geoffrey Poole,Sault Ste. Marie,West,2013,64270.60,64143.10,0.00,0.00,127.50,127.50
85,2001-03-29,10,4,1,0,Production Technician - WC40,31657,S,M, Geoffrey Poole,Sault Ste. Marie,West,2014,72078.94,72078.94,0.00,0.00,0.00,0.00
85,2001-03-29,10,4,1,0,Production Technician - WC40,31657,S,M, Geoffrey Poole,Sault Ste. Marie,West,2015,81831.61,78412.59,0.00,0.00,3419.02,3419.02
85,2001-03-29,10,4,1,0,Production Technician - WC40,31657,S,M, Geoffrey Poole,Sault Ste. Marie,West,2016,78658.21,78620.00,0.00,0.00,38.21,38.21
85,2001-03-29,10,4,1,0,Production Technician - WC40,31657,S,M, Geoffrey Poole,Sault Ste. Marie,West,2017,82078.48,80375.94,1127.79,574.75,0.00,1702.54
86,2003-06-08,9,4,1,0,Production Technician - WC40,19540,M,M, Jonathon Long,Sudbury,West,2014,1717.17,1717.17,0.00,0.00,0.00,0.00
87,2002-06-03,5,3,1,0,Production Supervisor - WC10,23111,M,M, Milton Mccarthy,Bronte,East,2012,6019.63,5284.11,0.00,735.52,0.00,735.52
87,2002-06-03,5,3,1,0,Production Supervisor - WC10,23111,M,M, Milton Mccarthy,Bronte,East,2013,5778.05,5042.52,0.00,735.52,0.00,735.52
87,2002-06-03,5,3,1,0,Production Supervisor - WC10,23111,M,M, Milton Mccarthy,Bronte,East,2014,5291.32,4544.80,0.00,746.52,0.00,746.52
87,2002-06-03,5,3,1,0,Production Supervisor - WC10,23111,M,M, Milton Mccarthy,Bronte,East,2015,1990.66,1244.15,0.00,746.52,0.00,746.52
88,2002-01-18,8,4,1,0,Production Technician - WC10,28681,S,F, Tina Abbott,London,West,2017,6385.20,6385.20,0.00,0.00,0.00,0.00
89,1998-04-29,9,4,1,0,Production Technician - WC10,24729,S,M, Kim Spencer,Sudbury,West,2013,2470.95,2470.95,0.00,0.00,0.00,0.00
89,1998-04-29,9,4,1,0,Production Technician - WC10,24729,S,M, Kim Spencer,Sudbury,West,2014,10560.06,10560.06,0.00,0.00,0.00,0.00
90,1998-12-25,6,4,1,0,Production Technician - WC10,18062,S,F, Sadie Hill,Burlington,West,2017,2264.40,2264.40,0.00,0.00,0.00,0.00
91,2002-06-07,1,4,1,0,Production Technician - WC10,29762,S,F, Lela Newman,Gravenhurst,East,2016,34916.64,32362.15,0.00,2249.73,304.76,2554.49
91,2002-06-07,1,4,1,0,Production Technician - WC10,29762,S,F, Lela Newman,Gravenhurst,East,2017,100600.95,55171.01,0.00,38709.49,4382.60,43092.09
92,1996-02-09,6,4,1,0,Production Technician - WC10,16941,M,M, Jesse Morales,Burlington,West,2012,85281.24,78963.98,6317.26,0.00,0.00,6317.26
92,1996-02-09,6,4,1,0,Production Technician - WC10,16941,M,M, Jesse Morales,Burlington,West,2013,85866.00,79393.01,6472.99,0.00,0.00,6472.99
92,1996-02-09,6,4,1,0,Production Technician - WC10,16941,M,M, Jesse Morales,Burlington,West,2014,87296.50,79092.76,6845.27,0.00,1358.47,8203.74
92,1996-02-09,6,4,1,0,Production Technician - WC10,16941,M,M, Jesse Morales,Burlington,West,2015,94190.57,82691.67,7568.79,0.00,3930.12,11498.91
92,1996-02-09,6,4,1,0,Production Technician - WC10,16941,M,M, Jesse Morales,Burlington,West,2016,91882.47,82152.36,7930.97,0.00,1799.14,9730.11
92,1996-02-09,6,4,1,0,Production Technician - WC10,16941,M,M, Jesse Morales,Burlington,West,2017,92627.33,82152.79,8215.37,0.00,2259.18,10474.54
93,2003-12-15,8,3,1,0,Production Supervisor - WC50,29439,S,M, Allan Rice,London,West,2013,3176.68,3176.68,0.00,0.00,0.00,0.00
93,2003-12-15,8,3,1,0,Production Supervisor - WC50,29439,S,M, Allan Rice,London,West,2014,4958.62,4958.62,0.00,0.00,0.00,0.00
94,1998-09-22,10,4,1,0,Production Technician - WC50,31268,M,M, Ervin Stone,Sault Ste. Marie,West,2012,69157.48,64012.92,3200.70,0.00,413.10,3613.80
94,1998-09-22,10,4,1,0,Production Technician - WC50,31268,M,M, Ervin Stone,Sault Ste. Marie,West,2013,70280.89,64760.11,3338.87,26.14,413.10,3778.11
94,1998-09-22,10,4,1,0,Production Technician - WC50,31268,M,M, Ervin Stone,Sault Ste. Marie,West,2014,70960.14,65445.40,3700.96,0.01,413.10,4114.07
94,1998-09-22,10,4,1,0,Production Technician - WC50,31268,M,M, Ervin Stone,Sault Ste. Marie,West,2015,78858.84,72104.52,4441.98,0.00,770.10,5212.08
94,1998-09-22,10,4,1,0,Production Technician - WC50,31268,M,M, Ervin Stone,Sault Ste. Marie,West,2016,83378.13,76208.05,5072.82,88.47,413.10,5574.39
94,1998-09-22,10,4,1,0,Production Technician - WC50,31268,M,M, Ervin Stone,Sault Ste. Marie,West,2017,86722.06,78439.47,5613.10,613.38,413.10,6639.58
95,1999-01-22,7,4,1,0,Production Technician - WC50,17724,M,M, Ruben Lee,Brantford,West,2015,10781.16,10398.66,0.00,0.00,382.50,382.50
96,1997-01-26,8,4,1,0,Production Technician - WC50,30111,M,F, Shirley Morgan,London,West,2012,7516.87,7516.87,0.00,0.00,0.00,0.00
96,1997-01-26,8,4,1,0,Production Technician - WC50,30111,M,F, Shirley Morgan,London,West,2013,8935.20,8935.20,0.00,0.00,0.00,0.00
96,1997-01-26,8,4,1,0,Production Technician - WC50,30111,M,F, Shirley Morgan,London,West,2014,7869.30,7869.30,0.00,0.00,0.00,0.00
96,1997-01-26,8,4,1,0,Production Technician - WC50,30111,M,F, Shirley Morgan,London,West,2015,3590.40,3590.40,0.00,0.00,0.00,0.00
97,2000-09-25,7,4,1,0,Production Technician - WC50,34442,S,M, Andres Gibbs,Brantford,West,2015,35925.99,33056.66,0.00,2636.63,232.70,2869.33
97,2000-09-25,7,4,1,0,Production Technician - WC50,34442,S,M, Andres Gibbs,Brantford,West,2016,87065.54,59211.57,0.00,19598.39,2581.35,22179.75
97,2000-09-25,7,4,1,0,Production Technician - WC50,34442,S,M, Andres Gibbs,Brantford,West,2017,108573.14,66734.53,0.00,32407.44,3751.80,36159.24
98,1999-06-20,5,4,1,0,Production Technician - WC50,30049,M,M, Frank Washington,Bronte,East,2012,161102.13,113100.17,11310.18,24213.88,4484.37,40008.43
98,1999-06-20,5,4,1,0,Production Technician - WC50,30049,M,M, Frank Washington,Bronte,East,2013,149386.81,21750.04,2175.04,3589.14,382.50,6146.67
99,1998-01-14,3,4,1,0,Production Technician - WC50,30765,S,M, Zachary Graves,Port Perry,East,2012,134388.26,97572.98,8293.86,0.00,2395.98,10689.84
99,1998-01-14,3,4,1,0,Production Technician - WC50,30765,S,M, Zachary Graves,Port Perry,East,2013,114189.20,103032.44,5132.85,0.00,1071.00,6203.85
99,1998-01-14,3,4,1,0,Production Technician - WC50,30765,S,M, Zachary Graves,Port Perry,East,2014,118398.08,112437.20,0.00,0.00,0.00,0.00
99,1998-01-14,3,4,1,0,Production Technician - WC50,30765,S,M, Zachary Graves,Port Perry,East,2015,121294.50,115289.87,0.00,0.00,1020.00,1020.00
99,1998-01-14,3,4,1,0,Production Technician - WC50,30765,S,M, Zachary Graves,Port Perry,East,2016,126656.11,118819.05,0.00,0.00,1530.00,1530.00
99,1998-01-14,3,4,1,0,Production Technician - WC50,30765,S,M, Zachary Graves,Port Perry,East,2017,131998.38,123344.09,0.00,0.00,1530.00,1530.00
100,2002-07-07,6,4,1,0,Production Technician - WC50,21107,M,M, Chris Johnston,Burlington,West,2012,158487.55,158487.55,0.00,0.00,0.00,0.00
100,2002-07-07,6,4,1,0,Production Technician - WC50,21107,M,M, Chris Johnston,Burlington,West,2013,161839.68,161839.68,0.00,0.00,0.00,0.00
100,2002-07-07,6,4,1,0,Production Technician - WC50,21107,M,M, Chris Johnston,Burlington,West,2014,164257.88,164257.88,0.00,0.00,0.00,0.00
100,2002-07-07,6,4,1,0,Production Technician - WC50,21107,M,M, Chris Johnston,Burlington,West,2015,166554.78,165537.57,0.00,0.00,1017.21,1017.21
100,2002-07-07,6,4,1,0,Production Technician - WC50,21107,M,M, Chris Johnston,Burlington,West,2016,167760.95,166230.95,0.00,0.00,1530.00,1530.00
100,2002-07-07,6,4,1,0,Production Technician - WC50,21107,M,M, Chris Johnston,Burlington,West,2017,99690.76,98160.76,0.00,0.00,1530.00,1530.00
101,1997-10-15,9,4,1,0,Production Technician - WC50,28991,M,M, Leland Boyd,Sudbury,West,2012,87426.12,68891.14,0.00,7345.42,9795.43,17140.85
101,1997-10-15,9,4,1,0,Production Technician - WC50,28991,M,M, Leland Boyd,Sudbury,West,2013,85090.28,70349.49,0.00,4431.32,8816.59,13247.91
101,1997-10-15,9,4,1,0,Production Technician - WC50,28991,M,M, Leland Boyd,Sudbury,West,2014,86877.50,74804.54,0.00,3864.29,8208.67,12072.96
101,1997-10-15,9,4,1,0,Production Technician - WC50,28991,M,M, Leland Boyd,Sudbury,West,2015,94835.22,83025.58,0.00,3480.83,8328.81,11809.64
101,1997-10-15,9,4,1,0,Production Technician - WC50,28991,M,M, Leland Boyd,Sudbury,West,2016,97542.86,86553.91,0.00,2733.07,8255.88,10988.95
101,1997-10-15,9,4,1,0,Production Technician - WC50,28991,M,M, Leland Boyd,Sudbury,West,2017,122401.02,95978.64,0.00,11003.48,15418.89,26422.38
102,1999-06-18,10,3,1,0,Production Supervisor - WC10,18082,S,M, Myron Osborne,Sault Ste. Marie,West,2015,1560.60,1560.60,0.00,0.00,0.00,0.00
102,1999-06-18,10,3,1,0,Production Supervisor - WC10,18082,S,M, Myron Osborne,Sault Ste. Marie,West,2016,10420.52,10420.52,0.00,0.00,0.00,0.00
102,1999-06-18,10,3,1,0,Production Supervisor - WC10,18082,S,M, Myron Osborne,Sault Ste. Marie,West,2017,15485.68,15485.68,0.00,0.00,0.00,0.00
103,1998-06-07,5,4,1,0,Production Technician - WC10,25807,S,M, Felipe Strickland,Bronte,East,2016,71.40,71.40,0.00,0.00,0.00,0.00
104,2003-08-03,7,4,1,0,Production Technician - WC10,18397,M,F, Laurie Lloyd,Brantford,West,2012,3359.88,3359.88,0.00,0.00,0.00,0.00
105,2003-06-17,1,4,1,0,Production Technician - WC10,21605,S,M, Willard Tate,Gravenhurst,East,2015,2598.45,2598.45,0.00,0.00,0.00,0.00
105,2003-06-17,1,4,1,0,Production Technician - WC10,21605,S,M, Willard Tate,Gravenhurst,East,2016,3712.80,3712.80,0.00,0.00,0.00,0.00
106,1999-11-04,1,4,1,0,Production Technician - WC10,18981,S,M, Arturo Webster,Gravenhurst,East,2016,816.00,816.00,0.00,0.00,0.00,0.00
107,2001-02-22,3,4,1,0,Production Technician - WC10,27377,M,M, Kyle Hill,Port Perry,East,2017,734.40,734.40,0.00,0.00,0.00,0.00
